8623.000000,-9759.000000
-961.000000,-7769.000000
4718.000000,-7567.000000
-4823.000000,-7308.000000
3510.000000,4587.000000
-3906.000000,5479.000000
1404.000000,637.000000
-2400.000000,7383.000000
-6821.000000,-8317.000000
-5538.000000,8006.000000
9235.000000,-1040.000000
8756.000000,7543.000000
4033.000000,-830.000000
4754.000000,-6508.000000
9436.000000,6360.000000
-9188.000000,-37.000000
1532.000000,3127.000000
2124.000000,-8820.000000
-9572.000000,-927.000000
8932.000000,9366.000000
-5001.000000,-6032.000000
3073.000000,6169.000000
3330.000000,6144.000000
-939.000000,-8579.000000
-2140.000000,6877.000000
3967.000000,-1758.000000
-202.000000,-4351.000000
9795.000000,3547.000000
-5650.000000,7436.000000
-7250.000000,-9388.000000
4171.000000,-3630.000000
8349.000000,5099.000000
5149.000000,-7947.000000
8700.000000,-3697.000000
-7190.000000,3289.000000
-5334.000000,-6977.000000
-3354.000000,8113.000000
7614.000000,4853.000000
-9694.000000,-2168.000000
-5178.000000,3263.000000
7988.000000,-6017.000000
-5494.000000,-7090.000000
-2336.000000,-1990.000000
-3278.000000,8056.000000
-5927.000000,-103.000000
-351.000000,8137.000000
-1569.000000,-6153.000000
869.000000,4987.000000
-7996.000000,-5636.000000
6715.000000,9480.000000
-1155.000000,-9306.000000
9835.000000,-6963.000000
-2926.000000,8330.000000
-1601.000000,-7931.000000
1484.000000,3141.000000
-6914.000000,-8217.000000
2001.000000,-6311.000000
2653.000000,8175.000000
9932.000000,-3534.000000
-1611.000000,8689.000000
8752.000000,1628.000000
-5821.000000,9496.000000
-9437.000000,3260.000000
7286.000000,-4192.000000
-8885.000000,-657.000000
3911.000000,8618.000000
-4816.000000,-9652.000000
-2995.000000,187.000000
9205.000000,-3136.000000
-4492.000000,-3705.000000
1933.000000,-5198.000000
-678.000000,5646.000000
-4522.000000,3131.000000
4578.000000,1259.000000
-9113.000000,-617.000000
-4895.000000,777.000000
-4412.000000,-7280.000000
-9289.000000,754.000000
-6567.000000,7549.000000
8082.000000,-6529.000000
-4581.000000,4263.000000
-3543.000000,-6557.000000
-9541.000000,-5657.000000
-8912.000000,4195.000000
-9825.000000,-2330.000000
-9758.000000,356.000000
-9245.000000,-1116.000000
-5228.000000,4440.000000
475.000000,-668.000000
-6980.000000,-6023.000000
-6874.000000,1446.000000
-5315.000000,4110.000000
-6659.000000,-4534.000000
-1335.000000,-4082.000000
-4229.000000,-4948.000000
-1154.000000,-2435.000000
1859.000000,-924.000000
-3179.000000,9533.000000
9155.000000,-9580.000000
1327.000000,2816.000000
-2065.000000,-7418.000000
-9193.000000,5030.000000
6123.000000,1489.000000
-7904.000000,-8350.000000
-5348.000000,-9072.000000
2048.000000,-7415.000000
3382.000000,-8751.000000
-5801.000000,-8472.000000
3586.000000,5388.000000
1344.000000,-4137.000000
-8180.000000,2786.000000
2005.000000,-1480.000000
-6081.000000,-1628.000000
-6059.000000,-975.000000
6444.000000,3735.000000
3115.000000,6266.000000
1998.000000,1370.000000
7813.000000,2337.000000
8508.000000,399.000000
-480.000000,-8651.000000
4148.000000,4039.000000
-3564.000000,-6064.000000
-5465.000000,5093.000000
9902.000000,-5605.000000
